id_registro,edad,ingresos_mensuales,monto_credito,historial_crediticio,plazo_meses,cuota_mensual,tipo_empleo,numero_dependientes,antiguedad_laboral_meses,atrasos_previos,ratio_deuda_ingreso,presion_financiera,capacidad_pago,nivel_crediticio,puntaje_riesgo_financiero,moroso,norm_edad,norm_ingresos_mensuales,norm_monto_credito,norm_historial_crediticio,norm_plazo_meses,norm_cuota_mensual,norm_numero_dependientes,norm_antiguedad_laboral_meses,norm_atrasos_previos,norm_ratio_deuda_ingreso,norm_presion_financiera,norm_capacidad_pago,norm_puntaje_riesgo_financiero
2000,68,2260.78,13912.74,830.0,24,491.76,Dependiente,0,28,4,0.2175,0.2564,1769.02,Excelente,40.6,0,0.9804,0.1808,0.5187,0.9744,0.4286,0.1979,0.0,0.142,1.0,0.1662,0.1027,0.4007,0.2334
2001,23,2269.25,6819.88,522.0,12,770.34,Dependiente,3,158,0,0.3395,0.2504,448.91,Bajo,30.47,0,0.098,0.1824,0.1791,0.4028,0.1429,0.4505,0.6,0.8807,0.0,0.2811,0.1002,0.2336,0.1952
2002,35,2416.0,11822.88,357.0,6,417.48,Independiente,3,148,0,0.1728,0.8156,948.52,Bajo,65.78,0,0.3333,0.2086,0.4187,0.0965,0.0,0.1306,0.6,0.8239,0.0,0.1241,0.3382,0.2969,0.3282
2003,22,2387.73,11565.97,443.0,48,996.08,Independiente,2,123,1,0.4172,0.1009,691.65,Bajo,38.02,1,0.0784,0.2035,0.4064,0.2561,1.0,0.6552,0.4,0.6818,0.25,0.3542,0.0372,0.2644,0.2237
2004,21,2690.47,5722.18,640.0,18,514.74,Dependiente,1,113,0,0.1913,0.1182,1825.73,Medio,1.1,0,0.0588,0.2575,0.1265,0.6218,0.2857,0.2188,0.2,0.625,0.0,0.1415,0.0445,0.4079,0.0845
2005,21,3544.84,10451.85,310.0,48,721.11,Independiente,2,130,2,0.2034,0.0614,2123.73,Bajo,26.69,0,0.0588,0.4101,0.353,0.0093,1.0,0.4059,0.4,0.7216,0.5,0.1529,0.0206,0.4456,0.181
2006,69,2173.46,19271.07,762.0,36,453.64,Dependiente,0,33,1,0.2087,0.2463,1719.82,Excelente,17.54,0,1.0,0.1653,0.7753,0.8482,0.7143,0.1634,0.0,0.1705,0.25,0.1579,0.0985,0.3945,0.1465
2007,38,3784.79,6698.33,326.0,6,519.36,Independiente,0,127,0,0.1372,0.295,3265.43,Bajo,22.16,1,0.3922,0.4529,0.1733,0.039,0.0,0.223,0.0,0.7045,0.0,0.0906,0.119,0.5902,0.1639
2008,69,2457.19,12114.97,759.0,6,351.33,Dependiente,0,61,1,0.143,0.8217,2105.86,Excelente,56.66,0,1.0,0.2159,0.4326,0.8426,0.0,0.0706,0.0,0.3295,0.25,0.096,0.3408,0.4434,0.2939
2009,29,2303.42,5056.85,537.0,6,440.18,Dependiente,0,146,2,0.1911,0.3659,1863.24,Bajo,40.47,1,0.2157,0.1885,0.0947,0.4306,0.0,0.1512,0.0,0.8125,0.5,0.1413,0.1488,0.4127,0.2329
2010,53,5050.54,9979.88,586.0,24,886.57,Dependiente,0,28,0,0.1755,0.0823,4163.97,Medio,0.23,0,0.6863,0.6789,0.3304,0.5215,0.4286,0.5559,0.0,0.142,0.0,0.1266,0.0294,0.7039,0.0813
2011,46,3343.42,13560.01,579.0,48,624.3,Dependiente,3,129,1,0.1867,0.0845,1669.12,Bajo,8.12,0,0.549,0.3741,0.5018,0.5086,1.0,0.3181,0.6,0.7159,0.25,0.1372,0.0303,0.3881,0.111
2012,44,2512.31,11338.91,730.0,36,644.3,Dependiente,0,129,1,0.2565,0.1254,1868.01,Bueno,12.33,0,0.5098,0.2257,0.3955,0.7888,0.7143,0.3362,0.0,0.7159,0.25,0.2029,0.0476,0.4133,0.1269
2013,66,3332.69,6650.36,472.0,24,1142.68,Dependiente,3,170,2,0.3429,0.0831,1140.01,Bajo,35.22,0,0.9412,0.3722,0.171,0.31,0.4286,0.7882,0.6,0.9489,0.5,0.2843,0.0297,0.3211,0.2131
2014,41,2931.43,9442.77,834.0,18,654.94,Dependiente,1,76,2,0.2234,0.179,1926.49,Excelente,18.03,0,0.451,0.3006,0.3047,0.9818,0.2857,0.3459,0.2,0.4148,0.5,0.1718,0.0701,0.4207,0.1483
2015,24,2134.24,5889.03,547.0,12,362.07,Dependiente,0,41,2,0.1696,0.2299,1772.17,Bajo,28.79,0,0.1176,0.1582,0.1345,0.4492,0.1429,0.0803,0.0,0.2159,0.5,0.1211,0.0916,0.4011,0.1889
2016,60,3254.75,4897.6,367.0,36,457.23,Independiente,1,168,0,0.1405,0.0418,2447.52,Bajo,-0.09,0,0.8235,0.3583,0.087,0.1151,0.7143,0.1666,0.2,0.9375,0.0,0.0937,0.0123,0.4866,0.0801
2017,51,2590.41,5942.61,566.0,24,677.03,Independiente,3,62,0,0.2614,0.0956,863.38,Bajo,10.11,1,0.6471,0.2397,0.1371,0.4844,0.4286,0.3659,0.6,0.3352,0.0,0.2075,0.035,0.2861,0.1185
2018,31,2613.76,9191.68,315.0,24,720.7,Dependiente,2,155,1,0.2757,0.1465,1193.06,Bajo,32.11,1,0.2549,0.2439,0.2927,0.0186,0.4286,0.4055,0.4,0.8636,0.25,0.221,0.0564,0.3278,0.2014
2019,19,2830.04,15579.91,725.0,24,858.57,Independiente,2,35,2,0.3034,0.2294,1271.47,Bueno,35.11,1,0.0196,0.2825,0.5986,0.7795,0.4286,0.5305,0.4,0.1818,0.5,0.2471,0.0914,0.3378,0.2127
2020,24,1472.78,17532.11,756.0,48,443.62,Informal,0,144,1,0.3012,0.248,1029.16,Excelente,25.32,0,0.1176,0.0402,0.6921,0.8371,1.0,0.1543,0.0,0.8011,0.25,0.245,0.0992,0.3071,0.1758
2021,65,2388.08,4742.97,750.0,12,593.14,Independiente,3,131,2,0.2484,0.1655,744.94,Excelente,21.9,0,0.9216,0.2036,0.0796,0.8259,0.1429,0.2899,0.6,0.7273,0.5,0.1953,0.0644,0.2711,0.1629
2022,45,4208.14,15286.06,756.0,12,655.98,Dependiente,1,32,1,0.1559,0.3027,3202.16,Excelente,17.03,0,0.5294,0.5285,0.5845,0.8371,0.1429,0.3468,0.2,0.1648,0.25,0.1082,0.1222,0.5822,0.1446
2023,60,2267.07,8904.98,644.0,12,674.96,Independiente,1,133,1,0.2977,0.3273,1242.11,Medio,35.98,1,0.8235,0.182,0.2789,0.6292,0.1429,0.3641,0.2,0.7386,0.25,0.2417,0.1326,0.334,0.216
2024,46,4223.26,5153.35,339.0,24,461.98,Dependiente,2,153,2,0.1094,0.0508,3061.28,Bajo,14.89,0,0.549,0.5312,0.0993,0.0631,0.4286,0.1709,0.4,0.8523,0.5,0.0644,0.0161,0.5643,0.1365
2025,51,3901.1,4060.24,693.0,48,599.48,Dependiente,1,71,2,0.1537,0.0217,2951.62,Bueno,4.2,0,0.6471,0.4737,0.0469,0.7201,1.0,0.2956,0.2,0.3864,0.5,0.1061,0.0039,0.5504,0.0962
2026,44,2563.04,6135.27,597.0,48,370.07,Independiente,3,73,0,0.1444,0.0499,1142.97,Medio,-6.66,0,0.5098,0.2348,0.1463,0.542,1.0,0.0876,0.6,0.3977,0.0,0.0974,0.0158,0.3215,0.0553
2027,48,2168.36,13559.2,471.0,12,623.07,Independiente,2,166,1,0.2873,0.5211,845.29,Bajo,56.81,1,0.5882,0.1643,0.5018,0.3081,0.1429,0.317,0.4,0.9261,0.25,0.2319,0.2142,0.2838,0.2945
2028,34,1617.1,9033.13,665.0,18,585.43,Dependiente,2,159,3,0.362,0.3103,331.67,Medio,55.77,0,0.3137,0.0659,0.2851,0.6682,0.2857,0.2829,0.4,0.8864,0.75,0.3023,0.1254,0.2188,0.2905
2029,33,3067.3,8964.66,402.0,24,288.24,Informal,1,26,0,0.094,0.1218,2429.06,Bajo,2.63,0,0.2941,0.3248,0.2818,0.18,0.4286,0.0134,0.2,0.1307,0.0,0.0499,0.046,0.4843,0.0903
2030,68,2058.62,10289.47,677.0,12,932.37,Independiente,0,101,2,0.4529,0.4165,1126.25,Bueno,65.85,1,0.9804,0.1448,0.3452,0.6904,0.1429,0.5975,0.0,0.5568,0.5,0.3879,0.1702,0.3194,0.3285
2031,27,4553.18,8295.85,443.0,18,357.6,Informal,4,3,1,0.0785,0.1012,2795.58,Bajo,6.18,0,0.1765,0.5901,0.2498,0.2561,0.2857,0.0763,0.8,0.0,0.25,0.0353,0.0374,0.5307,0.1037
2032,69,2182.47,12716.75,774.0,18,645.1,Informal,2,26,4,0.2956,0.3237,837.37,Excelente,56.06,1,1.0,0.1669,0.4615,0.8705,0.2857,0.337,0.4,0.1307,1.0,0.2397,0.1311,0.2828,0.2916
2033,42,3474.0,13136.82,739.0,36,348.35,Dependiente,3,125,1,0.1003,0.105,2075.65,Bueno,-5.21,0,0.4706,0.3974,0.4816,0.8055,0.7143,0.0679,0.6,0.6932,0.25,0.0558,0.039,0.4396,0.0608
2034,25,4781.91,9406.75,381.0,18,664.82,Dependiente,1,135,0,0.139,0.1093,3767.09,Bajo,5.15,0,0.1373,0.6309,0.303,0.1411,0.2857,0.3549,0.2,0.75,0.0,0.0923,0.0408,0.6537,0.0998
2035,23,3495.95,4514.71,577.0,36,901.35,Independiente,2,168,0,0.2578,0.0359,1894.6,Bajo,2.77,1,0.098,0.4013,0.0687,0.5048,0.7143,0.5693,0.4,0.9375,0.0,0.2041,0.0099,0.4166,0.0908
2036,60,2124.6,6593.28,579.0,6,899.44,Independiente,0,93,2,0.4233,0.5172,1225.16,Bajo,75.0,1,0.8235,0.1565,0.1682,0.5086,0.0,0.5676,0.0,0.5114,0.5,0.36,0.2126,0.3319,0.363
2037,40,1708.1,12681.27,559.0,12,794.02,Independiente,0,4,4,0.4649,0.6187,914.08,Bajo,105.56,1,0.4314,0.0822,0.4598,0.4714,0.1429,0.472,0.0,0.0057,1.0,0.3992,0.2553,0.2925,0.4781
2038,44,1442.08,7470.5,510.0,18,720.28,Independiente,4,98,0,0.4995,0.2878,-678.2,Bajo,50.94,1,0.5098,0.0347,0.2102,0.3805,0.2857,0.4051,0.8,0.5398,0.0,0.4317,0.1159,0.0909,0.2723
2039,23,3976.19,11392.43,385.0,24,1109.14,Independiente,1,63,2,0.2789,0.1194,2517.05,Bajo,36.99,1,0.098,0.4871,0.398,0.1485,0.4286,0.7578,0.2,0.3409,0.5,0.224,0.045,0.4954,0.2198
2040,27,2728.89,13613.94,702.0,18,339.76,Dependiente,4,101,0,0.1245,0.2772,989.13,Bueno,4.86,0,0.1765,0.2644,0.5044,0.7368,0.2857,0.0601,0.8,0.5568,0.0,0.0786,0.1115,0.302,0.0987
2041,33,2141.33,9388.85,481.0,36,398.98,Dependiente,1,106,1,0.1863,0.1218,1392.35,Bajo,15.37,0,0.2941,0.1595,0.3021,0.3267,0.7143,0.1138,0.2,0.5852,0.25,0.1368,0.046,0.3531,0.1383
2042,61,2611.24,8893.8,323.0,24,550.76,Independiente,1,48,0,0.2109,0.1419,1710.48,Bajo,18.72,0,0.8431,0.2434,0.2784,0.0334,0.4286,0.2514,0.2,0.2557,0.0,0.16,0.0545,0.3933,0.1509
2043,22,4829.62,4740.44,596.0,36,430.47,Independiente,0,14,0,0.0891,0.0273,4399.15,Medio,-12.98,0,0.0784,0.6394,0.0795,0.5401,0.7143,0.1423,0.0,0.0625,0.0,0.0453,0.0062,0.7337,0.0315
2044,56,1982.36,8414.79,409.0,6,767.9,Dependiente,2,116,0,0.3874,0.7075,514.46,Bajo,77.05,0,0.7451,0.1311,0.2555,0.193,0.0,0.4483,0.4,0.642,0.0,0.3262,0.2927,0.2419,0.3707
2045,35,4913.79,7589.66,426.0,24,684.11,Dependiente,0,76,4,0.1392,0.0644,4229.68,Bajo,32.77,0,0.3333,0.6545,0.2159,0.2246,0.4286,0.3723,0.0,0.4148,1.0,0.0925,0.0219,0.7122,0.2039
2046,49,3172.4,6685.46,374.0,36,349.8,Informal,1,19,3,0.1103,0.0585,2472.6,Bajo,24.43,1,0.6078,0.3436,0.1726,0.1281,0.7143,0.0692,0.2,0.0909,0.75,0.0653,0.0194,0.4898,0.1725
2047,61,2217.58,8453.53,746.0,24,398.81,Independiente,3,126,3,0.1798,0.1588,768.77,Excelente,22.74,0,0.8431,0.1731,0.2573,0.8185,0.4286,0.1136,0.6,0.6989,0.75,0.1307,0.0616,0.2741,0.1661
2048,49,1468.11,5191.48,366.0,18,639.71,Dependiente,2,17,1,0.4357,0.1965,128.4,Bajo,52.37,0,0.6078,0.0393,0.1011,0.1132,0.2857,0.3321,0.4,0.0795,0.25,0.3717,0.0775,0.1931,0.2777
2049,42,1599.21,14552.42,308.0,12,550.05,Dependiente,3,4,1,0.344,0.7583,-0.84,Bajo,90.68,1,0.4706,0.0627,0.5494,0.0056,0.1429,0.2508,0.6,0.0057,0.25,0.2853,0.3141,0.1767,0.4221
2050,18,1921.62,4400.92,634.0,12,722.34,Independiente,0,52,1,0.3759,0.1909,1199.28,Medio,34.64,1,0.0,0.1203,0.0632,0.6106,0.1429,0.407,0.0,0.2784,0.25,0.3153,0.0751,0.3286,0.2109
2051,59,5711.07,5420.65,367.0,36,622.49,Independiente,1,132,2,0.109,0.0264,4738.58,Bajo,12.13,0,0.8039,0.7968,0.1121,0.1151,0.7143,0.3165,0.2,0.733,0.5,0.064,0.0059,0.7767,0.1261
2052,64,2917.59,10369.31,577.0,48,435.31,Independiente,1,3,1,0.1492,0.074,2132.28,Bajo,5.71,0,0.902,0.2981,0.3491,0.5048,1.0,0.1467,0.2,0.0,0.25,0.1019,0.0259,0.4467,0.1019
2053,60,2314.96,3314.61,782.0,12,736.9,Informal,0,104,0,0.3183,0.1193,1578.06,Excelente,8.36,1,0.8235,0.1905,0.0112,0.8853,0.1429,0.4202,0.0,0.5739,0.0,0.2611,0.045,0.3766,0.1119
2054,60,2478.67,13219.44,643.0,12,1034.34,Dependiente,3,33,2,0.4173,0.4444,394.33,Medio,67.01,0,0.8235,0.2197,0.4855,0.6273,0.1429,0.6899,0.6,0.1705,0.5,0.3543,0.1819,0.2267,0.3329
2055,62,6040.05,12566.35,592.0,12,472.37,Independiente,0,134,1,0.0782,0.1734,5567.68,Medio,3.78,0,0.8627,0.8555,0.4543,0.5327,0.1429,0.1803,0.0,0.7443,0.25,0.035,0.0678,0.8816,0.0946
2056,60,3504.52,5034.85,599.0,24,734.54,Independiente,2,149,1,0.2096,0.0599,2069.98,Medio,7.31,1,0.8235,0.4029,0.0936,0.5457,0.4286,0.4181,0.4,0.8295,0.25,0.1588,0.02,0.4388,0.1079
2057,39,2834.21,7024.84,479.0,36,584.11,Dependiente,3,144,1,0.2061,0.0688,1200.1,Bajo,12.55,0,0.4118,0.2832,0.1889,0.323,0.7143,0.2817,0.6,0.8011,0.25,0.1555,0.0237,0.3287,0.1277
2058,58,2117.01,6697.52,376.0,12,676.33,Informal,3,177,1,0.3195,0.2636,390.68,Bajo,43.05,1,0.7843,0.1552,0.1732,0.1318,0.1429,0.3653,0.6,0.9886,0.25,0.2622,0.1058,0.2263,0.2426
2059,34,3908.95,11096.45,412.0,48,976.83,Independiente,4,48,1,0.2499,0.0591,1532.12,Bajo,20.44,1,0.3137,0.4751,0.3839,0.1986,1.0,0.6378,0.8,0.2557,0.25,0.1967,0.0196,0.3708,0.1574
2060,55,2962.45,7519.73,741.0,48,708.79,Informal,0,79,1,0.2393,0.0529,2253.66,Excelente,5.21,0,0.7255,0.3061,0.2126,0.8092,1.0,0.3947,0.0,0.4318,0.25,0.1867,0.017,0.4621,0.1
2061,48,4204.23,9836.58,314.0,12,511.26,Dependiente,4,18,0,0.1216,0.195,2292.97,Bajo,14.9,0,0.5882,0.5278,0.3235,0.0167,0.1429,0.2156,0.8,0.0852,0.0,0.0759,0.0769,0.4671,0.1365
2062,60,3953.08,16123.92,721.0,48,338.94,Independiente,3,127,2,0.0857,0.085,2564.14,Bueno,0.41,0,0.8235,0.483,0.6246,0.7721,1.0,0.0593,0.6,0.7045,0.5,0.0421,0.0305,0.5014,0.0819
2063,23,1823.68,7318.63,723.0,36,593.05,Independiente,0,120,2,0.3252,0.1115,1230.63,Bueno,26.52,1,0.098,0.1028,0.203,0.7758,0.7143,0.2898,0.0,0.6648,0.5,0.2676,0.0417,0.3326,0.1803
2064,38,2350.2,8865.71,364.0,18,590.07,Dependiente,2,121,1,0.2511,0.2096,1060.13,Bajo,33.3,0,0.3922,0.1968,0.277,0.1095,0.2857,0.2871,0.4,0.6705,0.25,0.1978,0.083,0.311,0.2059
2065,58,2321.45,8983.36,631.0,24,794.35,Dependiente,1,47,1,0.3422,0.1612,1177.1,Medio,29.09,0,0.7843,0.1917,0.2827,0.6051,0.4286,0.4723,0.2,0.25,0.25,0.2836,0.0626,0.3258,0.19
2066,68,2279.25,6594.32,548.0,24,637.65,Dependiente,0,130,0,0.2798,0.1205,1641.6,Bajo,13.53,0,0.9804,0.1841,0.1683,0.451,0.4286,0.3302,0.0,0.7216,0.0,0.2249,0.0455,0.3846,0.1314
2067,42,3945.55,7626.95,590.0,24,590.51,Dependiente,3,36,2,0.1497,0.0805,2305.04,Medio,13.21,0,0.4706,0.4816,0.2177,0.529,0.4286,0.2875,0.6,0.1875,0.5,0.1024,0.0286,0.4686,0.1302
2068,53,1304.41,16025.41,366.0,12,337.22,Independiente,1,33,1,0.2585,1.0238,617.19,Bajo,100.56,1,0.6863,0.0101,0.6199,0.1132,0.1429,0.0578,0.2,0.1705,0.25,0.2048,0.4259,0.2549,0.4593
2069,28,2220.8,11975.97,764.0,12,468.65,Independiente,2,21,2,0.211,0.4494,1052.15,Excelente,42.14,1,0.1961,0.1737,0.426,0.8519,0.1429,0.177,0.4,0.1023,0.5,0.1601,0.184,0.31,0.2392
2070,48,1925.6,19323.97,334.0,18,604.42,Independiente,2,11,2,0.3139,0.5575,621.18,Bajo,78.45,1,0.5882,0.121,0.7779,0.0538,0.2857,0.3001,0.4,0.0455,0.5,0.257,0.2295,0.2554,0.376
2071,28,3715.04,10655.32,736.0,48,536.41,Dependiente,1,63,0,0.1444,0.0598,2828.63,Bueno,-11.27,0,0.1961,0.4405,0.3627,0.8,1.0,0.2384,0.2,0.3409,0.0,0.0974,0.0199,0.5349,0.0379
2072,47,3438.53,8740.16,479.0,36,557.96,Dependiente,2,122,3,0.1623,0.0706,2180.57,Bajo,24.68,0,0.5686,0.3911,0.271,0.323,0.7143,0.258,0.4,0.6761,0.75,0.1142,0.0245,0.4528,0.1734
2073,38,3840.33,8582.44,564.0,12,1101.84,Dependiente,3,3,0,0.2869,0.1862,1688.49,Bajo,20.98,0,0.3922,0.4628,0.2635,0.4807,0.1429,0.7511,0.6,0.0,0.0,0.2315,0.0732,0.3905,0.1595
2074,49,2967.78,9116.82,623.0,12,1081.92,Dependiente,3,158,0,0.3646,0.256,835.86,Medio,29.39,1,0.6078,0.3071,0.2891,0.5902,0.1429,0.7331,0.6,0.8807,0.0,0.3047,0.1026,0.2826,0.1911
2075,56,5915.46,20590.9,386.0,24,743.18,Independiente,2,85,2,0.1256,0.145,4472.28,Bajo,23.3,0,0.7451,0.8333,0.8385,0.1503,0.4286,0.4259,0.4,0.4659,0.5,0.0797,0.0558,0.7429,0.1682
2076,24,2891.73,3832.03,696.0,48,419.54,Independiente,2,16,2,0.1451,0.0276,1772.19,Bueno,4.61,0,0.1176,0.2935,0.036,0.7257,1.0,0.1324,0.4,0.0739,0.5,0.098,0.0064,0.4011,0.0978
2077,67,3488.88,7916.86,405.0,36,974.34,Independiente,0,56,1,0.2793,0.063,2514.54,Bajo,23.84,1,0.9608,0.4001,0.2316,0.1856,0.7143,0.6355,0.0,0.3011,0.25,0.2244,0.0213,0.4951,0.1702
2078,31,2901.89,5228.31,645.0,24,855.94,Dependiente,1,31,1,0.295,0.0751,1695.95,Medio,17.19,0,0.2549,0.2953,0.1029,0.6311,0.4286,0.5282,0.2,0.1591,0.25,0.2392,0.0264,0.3915,0.1452
2079,57,2807.61,17794.11,470.0,18,735.91,Dependiente,2,114,0,0.2621,0.3521,1371.7,Bajo,33.68,1,0.7647,0.2785,0.7046,0.3062,0.2857,0.4193,0.4,0.6307,0.0,0.2082,0.143,0.3504,0.2073
2080,26,3464.34,3866.08,529.0,36,605.33,Dependiente,2,179,2,0.1747,0.031,2159.01,Bajo,11.81,0,0.1569,0.3957,0.0376,0.4158,0.7143,0.3009,0.4,1.0,0.5,0.1259,0.0078,0.4501,0.1249
2081,27,2941.39,5270.96,559.0,36,479.6,Dependiente,1,7,0,0.1631,0.0498,2111.79,Bajo,-2.18,0,0.1765,0.3023,0.1049,0.4714,0.7143,0.1869,0.2,0.0227,0.0,0.115,0.0157,0.4441,0.0722
2082,26,2344.11,6368.49,816.0,48,1109.48,Independiente,0,92,1,0.4733,0.0566,1234.63,Excelente,25.68,0,0.1569,0.1957,0.1575,0.9484,1.0,0.7581,0.0,0.5057,0.25,0.4071,0.0186,0.3331,0.1772
2083,46,3334.49,8307.73,603.0,6,781.36,Dependiente,2,48,0,0.2343,0.4152,1853.13,Medio,31.73,0,0.549,0.3725,0.2503,0.5531,0.0,0.4605,0.4,0.2557,0.0,0.182,0.1696,0.4114,0.2
2084,68,3011.71,4949.64,833.0,12,570.6,Independiente,2,112,0,0.1895,0.137,1741.11,Excelente,-5.28,0,0.9804,0.3149,0.0895,0.98,0.1429,0.2694,0.4,0.6193,0.0,0.1398,0.0524,0.3972,0.0605
2085,38,3270.96,14776.92,384.0,6,695.22,Independiente,0,60,2,0.2125,0.7529,2575.74,Bajo,81.12,0,0.3922,0.3612,0.5601,0.1466,0.0,0.3824,0.0,0.3239,0.5,0.1615,0.3118,0.5029,0.386
2086,68,2367.56,9815.62,811.0,24,877.35,Dependiente,0,80,2,0.3706,0.1727,1490.21,Excelente,33.1,0,0.9804,0.1999,0.3225,0.9392,0.4286,0.5476,0.0,0.4375,0.5,0.3104,0.0675,0.3654,0.2051
2087,33,4469.15,7052.82,309.0,36,986.97,Dependiente,0,165,2,0.2208,0.0438,3482.18,Bajo,26.47,0,0.2941,0.5751,0.1902,0.0074,0.7143,0.647,0.0,0.9205,0.5,0.1693,0.0132,0.6176,0.1801
2088,31,3044.28,6447.1,579.0,24,793.62,Dependiente,2,127,2,0.2607,0.0882,1550.66,Bajo,23.85,1,0.2549,0.3207,0.1612,0.5086,0.4286,0.4717,0.4,0.7045,0.5,0.2069,0.0319,0.3731,0.1703
2089,46,3022.55,5762.66,350.0,24,618.62,Dependiente,3,10,1,0.2047,0.0794,1353.93,Bajo,20.66,1,0.549,0.3168,0.1285,0.0835,0.4286,0.313,0.6,0.0398,0.25,0.1541,0.0282,0.3482,0.1582
2090,25,5071.75,22807.44,392.0,24,730.6,Independiente,3,140,0,0.1441,0.1874,3291.15,Bajo,11.39,0,0.1373,0.6827,0.9447,0.1615,0.4286,0.4145,0.6,0.7784,0.0,0.0971,0.0737,0.5934,0.1233
2091,67,3265.07,5388.95,394.0,36,616.42,Informal,0,40,0,0.1888,0.0458,2648.65,Bajo,6.12,0,0.9608,0.3601,0.1106,0.1652,0.7143,0.311,0.0,0.2102,0.0,0.1392,0.014,0.5121,0.1035
2092,37,2444.02,11274.95,625.0,12,798.98,Dependiente,2,174,2,0.3269,0.3844,945.04,Medio,51.54,1,0.3725,0.2136,0.3924,0.5939,0.1429,0.4765,0.4,0.9716,0.5,0.2692,0.1566,0.2964,0.2746
2093,66,3086.66,8195.26,636.0,12,505.0,Independiente,1,154,2,0.1636,0.2213,2231.66,Medio,22.06,1,0.9412,0.3283,0.2449,0.6144,0.1429,0.2099,0.2,0.858,0.5,0.1154,0.0879,0.4593,0.1635
2094,59,2586.21,8670.99,836.0,24,366.76,Dependiente,0,9,1,0.1418,0.1397,2219.45,Excelente,-0.23,0,0.8039,0.2389,0.2677,0.9856,0.4286,0.0846,0.0,0.0341,0.25,0.0949,0.0536,0.4578,0.0795
2095,36,3098.72,4641.93,579.0,36,582.01,Dependiente,2,47,1,0.1878,0.0416,1816.71,Bajo,6.16,0,0.3529,0.3304,0.0748,0.5086,0.7143,0.2798,0.4,0.25,0.25,0.1382,0.0123,0.4068,0.1036
2096,55,6849.330399999998,13290.41,504.0,24,655.68,Informal,3,173,2,0.0957,0.0808,5143.65,Bajo,8.99,0,0.7255,1.0,0.4889,0.3694,0.4286,0.3466,0.6,0.9659,0.5,0.0515,0.0288,0.8279,0.1143
2097,30,6849.330399999998,3080.2244,825.0,36,655.23,Dependiente,0,80,1,0.0957,0.0125,6194.1,Excelente,-15.76,0,0.2353,1.0,0.0,0.9651,0.7143,0.3462,0.0,0.4375,0.25,0.0515,0.0,0.9609,0.021
2098,62,1247.7975999999999,9746.7,398.0,6,450.88,Independiente,3,62,2,0.3613,1.3019,-253.08,Bajo,139.33,1,0.8627,0.0,0.3192,0.1726,0.0,0.1609,0.6,0.3352,0.5,0.3016,0.5431,0.1448,0.6054
2099,51,4402.05,8071.62,468.0,18,601.84,Dependiente,1,17,1,0.1367,0.1019,3450.21,Bajo,10.82,0,0.6471,0.5631,0.239,0.3025,0.2857,0.2977,0.2,0.0795,0.25,0.0901,0.0377,0.6136,0.1212
2100,22,1895.88,8698.13,782.0,24,547.01,Informal,2,83,0,0.2885,0.1912,648.87,Excelente,11.48,0,0.0784,0.1157,0.269,0.8853,0.4286,0.248,0.4,0.4545,0.0,0.2331,0.0753,0.2589,0.1237
2101,63,4145.76,10793.34,382.0,18,634.45,Independiente,1,179,1,0.153,0.1446,3161.31,Bajo,16.6,0,0.8824,0.5174,0.3694,0.1429,0.2857,0.3273,0.2,1.0,0.25,0.1055,0.0556,0.577,0.1429
2102,34,3099.36,8631.0,412.0,18,619.53,Informal,0,164,2,0.1999,0.1547,2479.83,Bajo,29.15,0,0.3137,0.3305,0.2658,0.1986,0.2857,0.3138,0.0,0.9148,0.5,0.1496,0.0599,0.4907,0.1902
2103,41,3040.93,5859.55,798.0,6,959.85,Dependiente,0,30,0,0.3156,0.3211,2081.08,Excelente,24.83,0,0.451,0.3201,0.1331,0.915,0.0,0.6224,0.0,0.1534,0.0,0.2586,0.13,0.4402,0.174
2104,18,3511.18,4123.76,746.0,36,338.83,Dependiente,3,28,0,0.0965,0.0326,2122.35,Excelente,-18.05,0,0.0,0.4041,0.05,0.8185,0.7143,0.0592,0.6,0.142,0.0,0.0523,0.0085,0.4455,0.0124
2105,57,2119.58,8006.19,359.0,24,840.94,Independiente,4,37,2,0.3967,0.1574,-121.36,Bajo,53.29,1,0.7647,0.1556,0.2359,0.1002,0.4286,0.5146,0.8,0.1932,0.5,0.3349,0.061,0.1614,0.2812
2106,68,2337.66,9040.34,367.0,36,574.35,Dependiente,1,45,0,0.2457,0.1074,1413.31,Bajo,17.73,1,0.9804,0.1946,0.2854,0.1151,0.7143,0.2728,0.2,0.2386,0.0,0.1927,0.04,0.3557,0.1472
2107,55,3001.92,14646.77,777.0,48,793.55,Informal,0,25,3,0.2643,0.1016,2208.37,Excelente,27.06,0,0.7255,0.3132,0.5539,0.8761,1.0,0.4716,0.0,0.125,0.75,0.2103,0.0375,0.4564,0.1824
2108,53,2917.59,11843.23,527.0,36,646.94,Independiente,1,12,3,0.2217,0.1128,1920.65,Bajo,33.91,1,0.6863,0.2981,0.4196,0.412,0.7143,0.3386,0.2,0.0511,0.75,0.1702,0.0422,0.4199,0.2082
2109,59,4337.96,8246.87,426.0,24,603.38,Dependiente,0,133,4,0.1391,0.0792,3734.58,Bajo,32.99,0,0.8039,0.5517,0.2474,0.2246,0.4286,0.2991,0.0,0.7386,1.0,0.0924,0.0281,0.6496,0.2047
